Comment_num,Text,Annotator
198,"|||italics|||Posse comitatus|||/italics||| is Latin for “power of the country,” in other words, the armed force which the sheriff can raise to help him maintain order. The term abbreviated to “posse” is still to be found in Western movies.",asimov
199,"George, Duke of Clarence (1449–1478), was a younger brother of King Edward IV of England. He was accused of secretly plotting against the King’s life, was convicted, and was imprisoned in the Tower. There he was secretly executed. A legend arose later to the effect that he was drowned in a butt of malmsey (that is, in a barrel of a variety of sweet wine produced from malvasia grapes). Shakespeare used Clarence’s end as the major event in the first act of his play |||italics|||Richard III|||/italics|||.",asimov
200,"The incident referred to here took place when David was seventy and suffered from chills. His servants said to him: “Let there be sought for my lord the king a young virgin:and let her stand before the king and let her cherish him, and let her lie in thy bosom, that my lord the king may get heat” (I Kings 1:2). David lived, as Byron says, but not for very long, for he dies in the next chapter.",asimov
201,"In 1240 Europe was invaded by the Mongols, or Tatars. Of all the barbarian invasions from the east, this was the most rapid and the most deadly. The Tatars eventually retreated, but only because the death of their king made it necessary to be on hand to elect a new one. They never returned, but Europeans received a scare they never forgot. The word “Tatar” was converted to “Tartar,” for the invaders seemed so irresistible and evil as to be demons from Tartarus, the section of Hades reserved for the torture of evil-doers in the Greek myths. The word “tartar” came to be applied to any person capable of doing great harm in his fits of anger.",asimov
202,"When Joseph was sold as a slave in Egypt, he served in the house of Potiphar. Potiphar’s wife fell in love with him and wanted him to make love to her, but the virtuous Joseph refused: “And she caught him by the garment, saying, Lie with me: and he left his garment in her hand, and fled, and got him out” (Genesis 39:12).",asimov
203,William Brodie Gurney (1777–1855) was a shorthand writer who took down the proceedings at a number of important trials in Byron’s time.,asimov
204,"The Vandals were a German tribe that entered Spain in 409 and maintained themselves there for twenty years when the West Roman empire was falling apart. In 429 they had a chance to leave Spain for virgin fields in North Africa. This they did and carved out a kingdom for themselves, with Carthage as their capital, that was to last for a century.",asimov
205,"This is one of the most famous passages of the poem. Few of those who quote it, in season and out, know it is from |||italics|||Don Juan|||/italics||| or even that Byron wrote it.",asimov
206,"The French phrase means “she follows you everywhere,” as the sunflower follows the sun.",asimov
207,"In Homer’s |||italics|||Odyssey,|||/italics||| Odysseus visits Hades in the course of his wanderings, and in Vergil’s |||italics|||Aeneid, |||/italics|||Aeneas does the same. A visit to Hell would therefore be a natural part of the hero’s adventures in any epic. Since Byron maintains that |||italics|||Don Juan |||/italics|||is an epic and since Don Juan in the original tale goes to Hell at the end, he promises such a scene. However, the promise never came to pass (too bad!) partly because Byron never really finished the poem and partly because Byron’s aims shifted.",asimov
208,"|||italics|||Vade mecum|||/italics||| is Latin for “go with me.” It would be the name of any object that is always with a person, as, for instance, a necessary guidebook. Here Byron proclaims Aristotle’s rules to be one, but if so, it is a guidebook Byron takes obvious pleasure in deviating from to the utmost.",asimov
209,"John Dryden (1631–1700) was an English poet who, like Byron, wrote satiric epics, notably |||italics|||Absalom and Achiophel|||/italics||| in 1681 and |||italics|||The Hind and Panther|||/italics||| in 1687. Byron may have liked the poetry, but it is odd that he did not take notice of the fact that, unlike Milton (see note 31), Dryden was an apostate. He turned from his Puritan background to Catholicism.",asimov
210,"Alexander Pope (1688–1744) was an English poet, undersized and deformed (but with giant wit and intelligence), who wrote mock-heroic epics such as |||italics|||The Rape of the Lock |||/italics|||in 1712. He wrote almost entirely in couplets and was, of all English poets, the only one who may have been Byron’s superior in the savagery of his wit. Byron admired Pope more than any other poet and Byron’s first satire |||italics|||English Bards and Scotch Reviewers|||/italics||| (1809) was a deliberate, and effective, piece of writing in the style of Pope. (Other poets mentioned in this stanza were dealt with in the Dedication.)",asimov
211,William Sotheby was a minor literary figure whom Byron disliked. He believed Sotheby to have been the author of an anonymous and unfavorable review condemning Byron’s |||italics|||Prisoner of Chillon|||/italics|||. The surest way to worm one’s self into Byron’s disfavor was to criticize his poetry (something in which Byron closely resembles all other literary figures I have ever heard of).,asimov
212,The “Blues” (short for “bluestockings”; see note 297) are the learned ladies whom Byron abhors. The one referred to in the next line is very likely Lady Byron.,asimov
213,"The |||italics|||Aeneid|||/italics||| and |||italics|||Paradise Lost|||/italics||| had twelve books (or cantos) each, while the |||italics|||Iliad|||/italics||| and |||italics|||Odyssey|||/italics||| had twenty-four apiece. Thus, either twelve or twenty-four seemed natural in an epic. Here, Byron is thinking of twelve, with the twelfth and last reserved for the climactic scene in Hell. (Byron surveying Hell, à la Dante, and inventing clever tortures for all the people in past history whom he disliked would have made fascinating reading — but, never mind, it was never to be.)",asimov
214,"The |||italics|||British Review|||/italics||| was, of course, not really bribed; this was just Byron’s idea of a joke. (His sense of fun sometimes overstepped the bounds of what most people would consider good taste.) The shocked and humorless editor of the periodical protested his innocence vigorously, but no doubt that just added to the fun.",asimov
215,"In 1802 the |||italics|||Edinburgh Review|||/italics||| was founded and issued in a buff-and-blue cover indicating its sympathies with the Whig Party. Its reviewers pulled no punches and when they disliked something, often enjoyed showing their own brilliance at the expense of the one they were pillorying (an occupational disease of critics which coses them uncounted friends). In 1807, when Byron was only nineteen, he published his first volume of poetry, |||italics|||Hours of Idleness|||/italics|||, and this was instantly seized upon by the |||italics|||Edinburgh Review,|||/italics||| which treated its author “very martyrly” indeed.
The review, published anonymously in the Hanuary 1808 issue, was by Henry Peter Brougham (see note 942), one of the founders of the journal, and Byron never forgave him once he discovered the identity of the author. In 1809 Byron got his (at first anonymous) revenge against the journal by publishing his brilliant satire |||italics|||English Bards and Scotch Reviewers.|||/italics|||",asimov
216,"In 1809 dissatisfaction with the |||italics|||Edinburgh Review|||/italics||| led to the founding of a competing periodical, with Tory sympathies, in London. This |||italics|||Quarterly Review|||/italics||| was begun by John Murray, Byron’s publisher, at the urging of Sir Walter Scott. It was just as apt to overkill its targets as the |||italics|||Edinburgh Review|||/italics||| was.",asimov
217,"This passage from Horace means “I would not have borne this in my flaming youth while Plancus was consul.” Plancus was Lucius Munatius Plancus, who was consul in 42 B.C. when Horace was twenty-three years old. Byron indicates that this means that he himself would have been a lot readier to resent a hostile review six or seven years earlier when he was twenty-three. And so he was (see note 215), but the implication that he had attained to the coolness of age now that he was thirty was an exaggerated one — his resentment of adverse criticism and his habit of returning the blow with all his might never cooled.",asimov
218,"The Brenta River in northeastern Italy flows into the Adriatic Sea about twenty miles south of Venice. Byron was an inveterate, and brilliant, letter writer, and these letters he was now “dating” from his exile at a summer villa, seven miles inland on the left bank of Brenta.",asimov
219,"Byron’s “flaming youth” of twenty-three (by Horatian standards) was in 1811, when George III was still king. It was in that year that George’s madness became so unmistakable that he was declared unfit to rule and the actual power turned over to his son as Regent. Of course, the old madman was still alive when Byron wrote these line and was to live (and theoretically be king) for some two more years.",asimov
220,"Alas, Byron was never to know. He died before he was thirty-seven.",asimov
221,"Roger Bacon (1214–1294) was an English scholar who was ahead of his time. He believed in experimentation, could make gunpowder and spectacles, dabbled in alchemy, and was greatly feared as a wizard. Tales were told of him in the aftertime that grew better in the telling. One of these is found in |||italics|||Friar Bacon and Friar Bungay|||/italics|||, the chief work of the English dramatist Robert Greene (1560–1592).
This take deals with a brazen head that Bacon had devised, one that could speak and, presumably, tell hidden things. Bacon watched for the head to speak, but sleep overcame him. While he slept, the head spoke. It said “Time is,” then half an hour later, “Time was,” and then, after yet another half hour, said “Time is past” and shattered. Only then, too late, did Bacon awake.
The tale symbolizes the fleeting of time and the lost opportunities that plague all men. Byron uses it to sigh over his lost youth (“chymic” means “alchemic” here with a back-reference to Bacon), so much of it gone in dissipation and folly, and seems to have a presentiment of his early death.",asimov
222,"The ancient Egyptian pyramids were built in order to preserve the ruler’s mummy and the artifacts buried with it so that all (and the nation it represented) might exist in afterlife. To foil grave robbers, the pyramids were made ever larger and more complex. The largest and most complex of all was built under Cheops (or, more correctly, Khufu) who reigned about 2600 B.C. While his pyramid was the greatest, however, it was |||italics|||not|||/italics||| the first. The first was built by Zoser, half a century earlier.",asimov
223,"True! The pyramids proved useless. All the mummies buried in them, together with other valuables, were eventually stolen, even from the Great Pyramid itself, which has stood empty for thousands of years.",asimov
224,"The evanescence of life is stressed in the Bible, in which is written, “All flesh is grass, and all the goodliness thereof is as the flower of the field” (Isaiah 40:6).",asimov
225,"So they are, and are taken from Southey’s |||italics|||Epilogue to the Lay of the Laureate.|||/italics||| The very title would be enough to rouse Byron’s ire.",asimov
